,City Name,City Number,Latitude,Longitude,Temperature,Max Temperature,Humidity,Cloudiness,Wind Speed
371,Haines Junction,5969025,60.75,-137.51,279.2,279.2,62,87,3.48
372,Magaria,2441482,13.0,8.91,301.8,301.8,32,0,1.35
373,Bosobolo,2316473,4.19,19.88,295.6,295.6,88,20,0.95
374,Sumbe,3346015,-11.2,13.84,294.5,294.5,87,38,3.06
375,Batagay,2027044,67.65,134.64,276.0,276.0,78,97,1.51
376,Lata,1253628,30.78,78.62,274.3,274.3,83,32,0.3
377,Zapolyarnyy,464790,69.43,30.82,276.15,276.15,89,75,9.3
378,Manyana,2145554,-35.26,150.51,290.44,292.59,33,0,7.7
379,Saurimo,145531,-9.66,20.4,292.8,292.8,76,22,0.74
380,Malanje,2239862,-9.54,16.35,294.9,294.9,70,88,1.88
381,Kita,1850144,35.76,139.74,300.78,303.15,69,40,9.3
382,Gali,614613,42.63,41.74,278.5,278.5,49,0,2.63
383,Qiongshan,1797535,20.01,110.35,298.15,298.15,78,40,1.0
384,Mecca,104515,21.43,39.83,298.1,298.1,75,0,1.37
385,Sydney Mines,7303783,46.24,-60.22,288.88,291.48,82,20,4.6
386,Aklavik,5882953,68.22,-135.01,278.15,278.15,100,90,4.1
387,Taltal,3870243,-25.41,-70.49,285.6,285.6,81,0,1.49
388,Maniitsoq,3421982,65.42,-52.9,276.8,276.8,78,0,2.43
389,Barinitas,3648540,8.76,-70.41,284.8,284.8,96,100,0.82
390,Cidreira,3466165,-30.17,-50.22,284.3,284.3,61,0,3.33
391,Bereda,3105522,43.27,-7.54,287.85,290.37,82,0,3.6
392,Itarema,3393692,-2.92,-39.92,297.6,297.6,76,0,4.49
393,Karachi,1174872,24.87,67.03,303.15,303.15,74,20,2.19
394,Deer Lake,5937252,49.18,-57.43,288.89,289.15,63,75,6.7
395,Les Cayes,3728097,18.19,-73.75,302.1,302.1,73,80,2.71
396,Port Keats,2063039,-14.25,129.55,302.6,302.6,56,12,1.55
397,Beaupre,6325479,47.04,-70.9,295.86,296.48,78,75,5.1
398,Tuburan,1681075,10.73,123.82,301.15,301.15,78,75,1.0
399,Santa Maria,3462672,-16.02,-48.01,302.15,302.15,30,0,4.1
400,Huacho,3940002,-11.11,-77.61,289.5,289.5,93,90,5.97
401,Mizdah,2214827,31.45,12.98,296.1,296.1,62,0,4.0
402,Chokurdakh,2126123,70.62,147.9,272.6,272.6,67,32,4.43
403,Yerbogachen,2012956,61.28,108.01,273.6,273.6,82,63,1.65
404,Omboue,2396853,-1.57,9.26,297.7,297.7,85,55,5.53
405,Zhezkazgan,1516589,47.8,67.71,282.9,282.9,52,0,4.87
406,Buala,2109528,-8.15,159.59,297.9,297.9,96,100,8.66
407,Wamba,204318,2.14,27.99,292.7,292.7,97,62,0.96
408,Alofi,4036284,-19.06,-169.92,297.15,297.15,60,84,7.7
409,Qinzhou,1797551,21.96,108.62,294.6,294.6,68,9,3.97
410,Richards Bay,962367,-28.77,32.06,291.6,291.6,84,100,14.8
411,Uruzgan,1131462,32.93,66.63,284.1,284.1,20,0,3.18
412,Ballitoville,1021360,-29.54,31.21,287.64,289.82,63,75,4.6
413,San Patricio,3437029,-26.98,-56.83,289.4,289.4,48,43,5.16
414,Biaora,1275762,23.92,76.91,295.7,295.7,94,25,2.06
415,Chabahar,1161724,25.29,60.65,298.6,298.6,75,0,0.71
416,Marsh Harbour,3571913,26.54,-77.06,299.1,299.1,79,100,10.06
417,Gimli,5961417,50.63,-96.99,287.0,287.59,72,32,2.35
418,Mirnyy,502265,56.57,36.46,276.0,276.0,83,78,5.12
419,Izyum,707292,49.21,37.25,281.0,281.0,84,46,4.84
420,Bam,141736,29.11,58.36,286.8,286.8,18,0,1.05
421,Calvinia,3369174,-31.47,19.78,280.6,280.6,61,24,3.29
422,Vilyuysk,2013392,63.75,121.63,275.3,275.3,86,20,3.48
423,Aleysk,1511783,52.5,82.77,293.9,293.9,28,80,6.44
424,Raton,5486795,36.9,-104.44,295.14,297.15,26,1,7.2
425,Saint-Augustin,6138501,45.63,-73.98,297.24,299.26,73,75,4.6
426,Szczecinek,3083826,53.71,16.69,284.25,284.82,91,0,3.58
427,Bonavista,5905393,48.65,-53.11,284.82,284.82,72,37,8.94
428,Fort Wellington,3378690,6.4,-57.6,298.2,298.2,87,58,1.14
429,Kindu,212902,-2.95,25.92,295.3,295.3,86,3,0.61
430,Quartucciu,2523666,39.25,9.18,296.26,297.15,94,0,4.1
431,Nurota,1513087,40.56,65.69,287.15,287.15,62,100,5.1
432,Agadez,2448085,16.97,7.99,306.5,306.5,11,0,4.02
433,Beringovskiy,2126710,63.05,179.32,276.0,276.0,49,39,4.46
434,Luanda,2240449,-8.83,13.24,295.15,295.15,94,40,1.5
435,Ures,3971596,30.73,-112.95,302.59,302.59,69,44,1.79
436,Harvard,5069773,40.62,-98.1,291.58,293.15,56,1,0.73
437,Porto Novo,6322184,-23.68,-45.44,290.15,290.15,77,75,2.1
438,Shakopee,5046997,44.8,-93.53,287.62,288.71,87,1,1.5
439,Weligama,1223738,5.97,80.42,300.7,300.7,79,100,6.68
440,Los Llanos de Aridane,2514651,28.66,-17.92,295.15,295.15,88,75,4.1
441,Namibe,3347019,-15.19,12.15,292.1,292.1,84,28,1.62
442,Zacualpan,3979819,21.25,-105.17,300.21,302.15,83,75,3.1
443,Tulum,3515040,20.21,-87.46,301.02,301.15,83,40,1.5
444,Naze,2337542,5.43,7.07,299.15,299.15,88,40,1.68
445,Fairbanks,5861897,64.84,-147.72,280.73,282.15,49,1,2.6
446,Kudahuvadhoo,1337607,2.67,72.89,298.6,298.6,89,100,8.29
447,Langham,6049403,52.36,-106.96,293.73,294.82,42,20,3.6
448,Narsaq,3421719,60.91,-46.05,277.15,277.15,80,75,1.5
449,Bathsheba,3374083,13.22,-59.52,302.15,302.15,74,40,7.7
450,Pingliang,1798760,35.54,106.68,284.1,284.1,70,2,1.06
451,Wanxian,1791748,30.8,108.39,290.0,290.0,69,22,1.88
452,Baykalsk,2026979,51.52,104.15,283.2,283.2,76,34,0.7
453,Manokwari,1636308,-0.87,134.08,299.7,299.7,67,83,1.82
454,Riyadh,108410,24.63,46.72,297.15,297.15,23,0,2.1
455,Moree,2156927,-29.46,149.84,295.53,295.93,21,40,7.7
456,Nalgonda,1262067,17.05,79.27,297.0,297.0,92,7,1.15
457,Pilna,689304,50.16,37.0,278.06,279.15,93,75,4.0
458,Port Hardy,6111862,50.7,-127.42,289.15,289.15,59,20,4.6
459,Tucuman,3934608,-17.17,-70.89,284.1,284.1,48,56,0.64
460,Yabelo,326036,4.89,38.09,292.9,292.9,58,93,4.32
461,Rawson,3839307,-43.3,-65.11,288.9,288.9,24,78,5.65
462,Champerico,3530097,16.38,-93.6,302.15,302.15,58,90,3.6
463,Juneau,5554072,58.3,-134.42,283.15,283.15,87,90,5.1
464,Kutum,371745,14.2,24.66,300.5,300.5,47,92,2.32
465,Cayenne,3382160,4.94,-52.33,300.15,300.15,83,0,2.1
466,Cairns,2172797,-16.92,145.77,296.82,300.15,57,90,7.2
467,Yeniseysk,1485997,58.45,92.17,280.8,280.8,77,88,4.9
468,Khani,610864,41.96,42.96,281.15,281.15,87,0,2.1
469,Rancho Palos Verdes,5386035,33.75,-118.37,299.24,304.82,73,40,5.7
470,Kavieng,2094342,-2.57,150.8,301.5,301.5,70,72,1.66
471,Urengoy,1488414,65.96,78.37,278.3,278.3,91,100,13.13
472,Molo,186315,-0.25,35.73,283.4,283.4,92,66,0.83
473,Skibbereen,2961459,51.55,-9.27,282.15,282.15,100,20,1.5
474,Aldan,2027968,58.61,125.39,276.9,276.9,89,44,3.51
475,Orlik,3102488,53.95,17.74,285.18,285.37,100,90,4.1
476,Bela,1182998,26.23,66.31,301.8,301.8,52,0,0.71
477,Mbeya,154380,-8.91,33.47,288.4,288.4,68,11,1.51
478,Yershichi,467134,53.67,32.75,273.8,273.8,94,0,3.28
479,Sechura,3691954,-5.56,-80.82,290.7,290.7,89,27,6.55
480,Venice,4176380,27.1,-82.45,298.62,300.37,65,1,4.6
481,Abu Samrah,172515,35.3,37.18,291.3,291.3,53,0,3.92
482,Anton Lizardo,3532821,19.05,-95.98,302.1,302.15,79,5,3.1
483,Belmonte,8010472,40.36,-7.35,282.44,283.71,93,76,1.48
484,Carauari,3664659,-4.88,-66.9,300.1,300.1,70,69,2.88
485,Yatou,2225940,3.63,9.81,298.15,298.15,100,75,3.72
486,Khash,1160571,28.22,61.21,289.2,289.2,15,0,2.4
487,Ozernovskiy,2122293,51.5,156.52,282.1,282.1,72,70,3.4
488,Sabha,2212775,27.03,14.43,298.9,298.9,34,0,4.53
489,Victoria,1733782,5.28,115.24,301.02,302.15,70,75,2.1
490,Progreso,3440963,-34.68,-56.22,284.15,284.15,57,0,3.6
491,Somerset,4951248,41.77,-71.13,292.86,294.82,77,1,1.5
492,Tame,3667478,6.46,-71.72,285.3,285.3,95,80,1.22
493,Egvekinot,4031742,66.32,-179.17,272.5,272.5,47,0,0.33
494,Bay Roberts,5895424,47.58,-53.28,283.97,284.82,76,75,12.3
495,Parabel,1495586,58.71,81.5,286.6,286.6,71,100,6.9
496,Cam Ranh,1586350,11.92,109.15,300.15,300.15,78,40,1.0
497,Verkhnevilyuysk,2013639,63.45,120.31,275.7,275.7,81,55,3.73
498,Bururi,423328,-3.95,29.62,295.9,295.9,54,0,1.44
499,Chuncheng,6646308,22.17,111.79,294.9,294.9,64,14,1.41
500,Samarkand,1216265,39.65,66.98,289.15,289.15,67,12,7.2
501,Priargunsk,2017646,50.37,119.09,285.1,285.1,66,5,6.44
502,Olinda,2154386,-37.84,145.39,284.13,285.93,62,75,7.7
503,Zhuhai,2052479,40.71,112.04,285.15,285.15,66,0,2.0
504,Khromtau,609404,50.26,58.44,279.7,279.7,74,95,12.22
505,Nizwa,286987,22.93,57.53,296.6,296.6,42,0,0.35
506,Chelles,6443604,48.88,2.59,286.27,287.59,87,20,2.1
507,Carcassonne,3028641,43.21,2.35,287.78,289.82,87,0,1.5
508,Liuli,878242,-11.1,34.65,298.5,298.5,65,0,2.34
509,Porto Walter,3662761,-8.27,-72.74,299.5,299.5,57,58,1.27
510,Honiara,2108502,-9.43,159.96,304.15,304.15,58,75,5.1
511,Shimoda,1852357,34.7,138.93,300.55,301.15,88,40,8.7
512,Luwuk,1637001,-0.95,122.79,292.3,292.3,88,37,1.65
513,Yeppoon,2142316,-23.13,150.74,299.15,299.15,50,20,2.6
514,Mokhotlong,932416,-29.29,29.06,276.6,276.6,92,42,1.61
515,Krutinka,1501690,56.01,71.51,278.7,278.7,79,49,6.84
516,Mogadishu,53654,2.04,45.34,296.9,296.9,78,3,5.37
517,Soissons,2974389,49.38,3.32,287.0,288.15,87,20,2.1
518,Naryan-Mar,523392,67.67,53.09,272.9,272.9,93,2,3.34
519,Westport,4845585,41.14,-73.36,294.75,296.48,78,1,3.6
520,Niquero,3545981,20.04,-77.58,301.3,301.3,75,100,1.48
521,Canmore,5914894,51.09,-115.35,288.43,289.26,62,75,2.6
522,Sobolevo,525426,54.43,31.9,273.8,273.8,94,0,3.25
523,Kahului,5847411,20.89,-156.47,301.7,307.15,49,40,5.7
524,Masvingo,886763,-20.08,30.83,291.4,291.4,32,23,2.89
525,Rocha,3440777,-34.48,-54.34,277.4,277.4,71,0,0.56
526,Oranjemund,3354071,-28.55,16.43,286.9,286.9,78,0,12.63
527,Weiser,5611730,44.25,-116.97,295.38,298.15,33,1,1.5
528,Orobo,2328684,6.84,7.28,298.15,298.15,94,20,1.42
529,Escanaba,4992232,45.75,-87.06,290.07,291.15,100,75,2.02
530,Kruisfontein,986717,-34.0,24.73,283.1,283.1,90,31,3.37
531,Port Townsend,5807239,48.12,-122.76,289.2,290.93,93,90,2.34
532,Tibiri,2438774,13.57,7.05,303.6,303.6,34,48,1.83
533,Tilichiki,2120591,60.47,166.1,280.5,280.5,51,40,1.75
534,Ribeirao Bonito,3451363,-22.07,-48.18,292.5,292.5,67,17,7.05
535,Kiama,2161515,-34.67,150.86,291.53,292.59,33,0,7.7
536,Mutoko,884927,-17.4,32.23,288.3,288.3,53,0,1.4
537,Nieuw Amsterdam,3383434,5.88,-55.08,301.14,302.15,74,0,2.6
538,Broome,2656067,52.47,1.45,287.59,289.82,100,100,3.1
539,Cervo,3469169,-22.19,-46.24,290.3,290.3,78,5,6.1
540,Belaya Gora,2126785,68.54,146.19,275.1,275.1,48,0,2.3
541,Whitehorse,6180550,60.72,-135.06,283.3,283.71,53,75,1.0
542,Miraflores,3947322,-16.39,-71.52,286.15,286.15,54,0,2.1
543,Chake Chake,160677,-5.25,39.77,298.8,298.8,79,24,7.0
544,Santa Marta,3668605,11.24,-74.21,302.15,302.15,79,75,3.1
545,Troitsko-Pechorsk,481548,62.71,56.19,271.3,271.3,94,6,2.52
546,Barahona,3492985,18.21,-71.1,297.8,297.8,83,62,1.78
547,Eureka,5563397,40.8,-124.16,290.61,291.48,88,90,3.1
548,Fare,4034496,-16.7,-151.02,299.8,299.8,79,0,8.05
549,Zaraza,3625066,9.35,-65.33,296.3,296.3,96,100,2.63
550,Fukue,1848373,35.03,136.69,302.66,303.15,74,40,9.8
551,Doha,290030,25.29,51.53,303.41,305.15,79,0,1.5
552,Selenduma,2017063,50.92,106.24,283.9,283.9,80,0,0.74
553,Saint-Leu,6690297,-21.15,55.28,291.36,294.15,72,20,2.6
554,Misratah,2214846,32.38,15.09,298.1,298.1,78,0,7.03
555,Praxedis Guerrero,3974771,31.37,-106.02,300.95,302.15,42,1,2.1
556,Sorong,1626542,-0.86,131.25,300.7,300.7,73,73,2.63
557,Zaysan,1517060,47.47,84.87,292.9,292.9,23,8,5.84
558,Shar,2347266,7.3,8.73,297.0,297.0,93,93,2.02
559,Dingle,1714733,11.0,122.67,299.7,299.7,84,60,1.04
560,Hualmay,3939761,-11.1,-77.61,289.5,289.5,93,90,5.97
561,Shu,1519030,43.6,73.76,289.9,289.9,67,27,7.27
562,Nome,4732862,30.04,-94.42,299.96,300.93,78,1,1.5
563,Axim,2303611,4.87,-2.24,297.5,297.5,91,80,2.37
564,Salamanca,3988214,20.57,-101.19,296.03,299.15,47,40,2.1
565,Teguldet,1489822,57.31,88.17,282.4,282.4,82,97,4.72
566,Alta Floresta,6316343,-9.87,-56.08,295.2,295.2,91,78,0.89
567,Borehamwood,2655186,51.66,-0.27,286.52,288.15,93,75,3.6
568,Brae,2654970,60.4,-1.35,284.73,285.15,100,52,8.2
